family,task,target_tokens,run_name,position_label,n_seeds,mean,ci95_low,ci95_high,seed_estimates
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p000,3,0.49333333333333335,-0.004361732121185458,0.9910283987878521,"[0.48, 0.7, 0.3]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p010,3,0.32666666666666666,-0.09591432112673198,0.7492476544600652,"[0.32, 0.5, 0.15999999999999998]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p025,3,0.36000000000000004,0.14342041616686632,0.5765795838331338,"[0.4, 0.42000000000000004, 0.25999999999999995]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p050,3,0.3666666666666667,0.16586000000000006,0.5674733333333333,"[0.32, 0.45999999999999996, 0.32]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p075,3,0.34,0.09156617916770396,0.5884338208322961,"[0.33999999999999997, 0.44000000000000006, 0.24]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p090,3,0.35333333333333333,0.20989999999999995,0.4967666666666667,"[0.31999999999999995, 0.42000000000000004, 0.32000000000000006]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence_id,p100,3,0.4733333333333334,0.2725266666666667,0.6741400000000001,"[0.5200000000000001, 0.52, 0.38000000000000006]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p000,3,0.64,0.054201689885218785,1.2257983101147811,"[0.8400000000000001, 0.38, 0.7]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p010,3,0.30666666666666664,-0.2152414895362339,0.8285748228695672,"[0.52, 0.1, 0.29999999999999993]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p025,3,0.30666666666666664,-0.016615648414818107,0.6299489817481514,"[0.43999999999999995, 0.18000000000000002, 0.29999999999999993]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p050,3,0.24000000000000002,-0.2834825433574649,0.7634825433574649,"[0.4600000000000001, 0.22000000000000003, 0.04]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p075,3,0.18666666666666668,-0.13661564841481824,0.5099489817481516,"[0.32000000000000006, 0.18, 0.06000000000000001]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p090,3,0.2733333333333333,-0.2485748228695671,0.7952414895362337,"[0.48, 0.27999999999999997, 0.06000000000000001]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,independent_evidence,p100,3,0.3733333333333333,-0.2883282245982457,1.0349948912649123,"[0.5999999999999999, 0.44000000000000006, 0.08]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p000,3,0.4000000000000001,-0.16433315940143017,0.9643331594014304,"[0.66, 0.24000000000000005, 0.3]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p010,3,0.24666666666666667,-0.044471202697278805,0.5378045360306122,"[0.38, 0.2, 0.16]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p025,3,0.24000000000000007,0.24000000000000007,0.24000000000000007,"[0.24000000000000005, 0.24000000000000005, 0.24000000000000005]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p050,3,0.2933333333333333,0.21743554738992713,0.36923111927673946,"[0.31999999999999995, 0.3, 0.26]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p075,3,0.18666666666666668,0.15798,0.21535333333333334,"[0.18000000000000002, 0.2, 0.18]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p090,3,0.3,0.20062647166708164,0.39937352833291834,"[0.33999999999999997, 0.26, 0.3]"
Mistral-7B-v0.3,case_weighted_nolima_hard,1024,paired_evidence,p100,3,0.4133333333333334,0.23883915221417829,0.5878275144524885,"[0.4800000000000001, 0.33999999999999997, 0.42000000000000004]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p000,1,0.36,,,[0.36]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p010,1,0.02,,,[0.02]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p025,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p050,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p075,1,0.02,,,[0.02]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p090,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,base,p100,1,0.18,,,[0.18]
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p000,3,0.2866666666666667,0.013013307753525605,0.5603200255798078,"[0.33999999999999997, 0.16, 0.36]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p010,3,0.04666666666666667,-0.056764580922143655,0.150097914255477,"[0.06000000000000001, 0.0, 0.08]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p075,3,0.013333333333333334,-0.015353333333333335,0.04202,"[0.0, 0.02, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_answer,p100,3,0.16,-0.05657958383313358,0.3765795838331336,"[0.22000000000000003, 0.06, 0.2]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p000,3,0.1466666666666667,-0.18416411229912297,0.47749744563245633,"[0.0, 0.18, 0.26000000000000006]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p010,3,0.006666666666666667,-0.02202,0.035353333333333334,"[0.0, 0.0, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p075,3,0.013333333333333334,-0.015353333333333335,0.04202,"[0.0, 0.02, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_answer,p100,3,0.06666666666666667,-0.14019582851095397,0.27352916184428727,"[0.0, 0.04, 0.16]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p000,3,0.32,0.1408518240859446,0.4991481759140554,"[0.24, 0.38, 0.33999999999999997]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p010,3,0.053333333333333344,0.024646666666666664,0.08202000000000002,"[0.04, 0.06000000000000001, 0.06000000000000001]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p075,3,0.02,0.02,0.02,"[0.02, 0.02, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence_id,p100,3,0.2933333333333333,0.17858666666666662,0.40807999999999994,"[0.24, 0.31999999999999995, 0.32]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p000,3,0.35999999999999993,0.21093970750062235,0.5090602924993775,"[0.36, 0.41999999999999993, 0.29999999999999993]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p010,3,0.07333333333333333,-0.0025644526100729037,0.14923111927673957,"[0.04, 0.08, 0.1]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p075,3,0.02,0.02,0.02,"[0.02, 0.02, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence_id,p100,3,0.32666666666666666,0.2016243856396298,0.4517089476937035,"[0.31999999999999995, 0.27999999999999997, 0.38]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p000,3,0.5533333333333333,0.06313535845198237,1.0435313082146842,"[0.42000000000000004, 0.45999999999999996, 0.7799999999999999]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p010,3,0.026666666666666672,-0.049231119276739566,0.10256445261007291,"[0.02, 0.06000000000000001, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p075,3,0.013333333333333334,-0.015353333333333335,0.04202,"[0.02, 0.02, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,independent_evidence,p100,3,0.2266666666666667,-0.2214333914056846,0.674766724739018,"[0.4000000000000001, 0.24000000000000005, 0.04]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p000,3,0.31333333333333335,0.11252666666666666,0.51414,"[0.4, 0.24, 0.30000000000000004]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p010,3,0.03333333333333333,-0.042564452610072905,0.10923111927673956,"[0.04, 0.0, 0.06000000000000001]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p075,3,0.006666666666666667,-0.02202,0.035353333333333334,"[0.0, 0.0, 0.02]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p090,3,0.006666666666666667,-0.02202,0.035353333333333334,"[0.0, 0.02, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,8192,paired_evidence,p100,3,0.25333333333333335,0.19596000000000002,0.3107066666666667,"[0.28, 0.24000000000000005, 0.24]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p000,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p010,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p025,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p050,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p075,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p090,1,0.0,,,[0.0]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,base,p100,1,0.2,,,[0.2]
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p000,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_answer,p100,3,0.2066666666666667,0.1492933333333333,0.2640400000000001,"[0.22000000000000003, 0.22000000000000003, 0.18]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p000,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_answer,p100,3,0.10666666666666667,-0.12282666666666668,0.33616,"[0.0, 0.16, 0.16]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p000,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence_id,p100,3,0.2733333333333334,0.21596000000000007,0.3307066666666667,"[0.26, 0.26, 0.3]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p000,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence_id,p100,3,0.2733333333333334,0.1699020857445231,0.37676458092214365,"[0.24000000000000005, 0.26, 0.32]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p000,3,0.08666666666666667,-0.13738336236950888,0.3107166957028422,"[0.08, 0.0, 0.18]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,independent_evidence,p100,3,0.27999999999999997,-0.24348254335746472,0.8034825433574646,"[0.48, 0.3, 0.06000000000000001]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p000,3,0.006666666666666667,-0.02202,0.035353333333333334,"[0.02, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p010,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p025,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p050,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p075,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p090,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
Mistral-7B-v0.3,case_weighted_nolima_hard,32000,paired_evidence,p100,3,0.19999999999999998,0.02085182408594463,0.37914817591405536,"[0.18, 0.14, 0.27999999999999997]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p000,1,0.64,,,[0.64]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p010,1,0.52,,,[0.52]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p025,1,0.28,,,[0.28]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p050,1,0.18,,,[0.18]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p075,1,0.27999999999999997,,,[0.27999999999999997]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p090,1,0.28,,,[0.28]
Qwen2.5-7B,case_weighted_nolima_hard,1024,base,p100,1,0.5,,,[0.5]
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p000,3,0.48,0.22182000000000007,0.7381799999999998,"[0.42000000000000004, 0.42000000000000004, 0.6]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p010,3,0.31333333333333335,-0.006107867376767939,0.6327745340434346,"[0.25999999999999995, 0.22000000000000003, 0.4600000000000001]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p025,3,0.16,0.11031323583354083,0.20968676416645918,"[0.14, 0.16, 0.18]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p050,3,0.04666666666666667,0.01797999999999999,0.07535333333333336,"[0.04, 0.06000000000000001, 0.04]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p075,3,0.1466666666666667,0.04323541907785637,0.250097914255477,"[0.1, 0.16, 0.18000000000000002]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p090,3,0.2066666666666667,0.17798,0.2353533333333334,"[0.22000000000000003, 0.2, 0.2]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_answer,p100,3,0.46,0.23230664216978128,0.6876933578302188,"[0.36, 0.4800000000000001, 0.54]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p000,3,0.6,0.5503132358335409,0.6496867641664591,"[0.6199999999999999, 0.58, 0.6]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p010,3,0.3866666666666667,0.35798,0.4153533333333334,"[0.4, 0.38, 0.38]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p025,3,0.1466666666666667,0.04323541907785637,0.250097914255477,"[0.16, 0.1, 0.18000000000000002]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p050,3,0.07333333333333335,-0.03009791425547699,0.1767645809221437,"[0.12000000000000002, 0.06000000000000001, 0.04]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p075,3,0.16,0.1103132358335408,0.2096867641664592,"[0.16, 0.13999999999999999, 0.18]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p090,3,0.19333333333333336,0.13595999999999997,0.25070666666666674,"[0.22000000000000003, 0.18, 0.18]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_answer,p100,3,0.5,0.40062647166708154,0.5993735283329185,"[0.54, 0.45999999999999996, 0.5]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p000,3,0.6,0.4685411785640333,0.7314588214359666,"[0.58, 0.5599999999999999, 0.66]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p010,3,0.3466666666666667,0.23192,0.46141333333333334,"[0.32, 0.32, 0.4]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p025,3,0.13333333333333333,0.029902085744523035,0.23676458092214364,"[0.1, 0.18, 0.12000000000000002]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p050,3,0.08666666666666667,0.010768880723260432,0.1625644526100729,"[0.08, 0.06000000000000001, 0.12000000000000002]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p075,3,0.19333333333333336,0.13596,0.25070666666666674,"[0.18, 0.22000000000000003, 0.18000000000000002]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p090,3,0.24,0.06788,0.41212,"[0.2, 0.32, 0.2]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,independent_evidence_id,p100,3,0.49333333333333335,0.41743554738992705,0.5692311192767396,"[0.45999999999999996, 0.5, 0.52]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_evidence_id,p000,3,0.6,0.5503132358335409,0.6496867641664591,"[0.58, 0.6, 0.6199999999999999]"
Qwen2.5-7B,case_weighted_nolima_hard,1024,paired_evidence_id,p010,3,0.3066666666666667,0.061567679225991045,0.5517656541073424,"[0.25999999999999995, 0.24000000000000005, 0.42000000000000004]"
